Found 4 args.
Observation: ES2014c; Result size: 531; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	1855.31	1855.63	Yeah . 	
C	1856.71	1857.28	Hmm . 	
B	1856.74	1861.51	And whether we'd have a big enough market to have this kind of like secondary market of selling the cases 	
B	1862.18	1863.28	might be something to consider . 	
A	1863.856	1864.56		
D	1863.96	1864.27	Mm-hmm . 	
C	1864.37	1872.86	Well if it's for young people , um like the phone generation , that sort of thing'd probably go down well , and the market research has been on that side of things , hasn't it ? 	
D	1867.04	1867.34	Yeah . 	
B	1869.32	1869.63	Yeah . 	
D	1873.15	1878.258	Yeah , I mean it's people say that it's the look , they want the fancy looking thing but I'm 	
D	1879.49	1886.41	Yeah . I'm not convinced on whether having changeable covers would be something that people would buy into . I think with the mobiles , 	
D	1886.98	1890.53	it's the , you know it's a communication device , people see you with it all about and 	
C	1890.624	1891.152		
B	1890.75	1894.47	Yeah I suppose , where you you keep the remote hidden under the sofa most of the time . 	
D	1891.12	1892.3	i if it 	
A	1892.92	1895.7	It's uh in in the house , isn't it , I suppose . 	
D	1894.71	1895.08	Yeah . 	
D	1896.44	1896.821	I think 	
C	1896.45	1900.026	Okay , so if we just went for one colour of a rubber case 	
A	1899.87	1907.44	So don't change case . Change case colour . And we're sort of saying no to that . 	
D	1900.26	1900.75	Mm-hmm . 	
C	1908.05	1913.02	Did we decide on the rubber case ? The spongy feel , or did we think that that might go as a trend ? 	
D	1913.73	1919.02	Well , it was different last year . The trend was different last year apparently . It was not not spongy feel . 	
D	1919.54	1920.272	But 	
D	1922.08	1925.12	I don't know whether the trend will change . I don't know whether it's one of those things that 	
D	1926.57	1936.65	like sort of having all fruit shaped keys , that that probably would go out of fashion very quickly , whereas just the fact that it was a rubber case is probably less less of something that 	
A	1932.38	1933.13	Yeah . 	
B	1935.99	1937.587	Yeah , less likely to 	
A	1937.03	1937.76	Sounds reasonable . 	
D	1937.33	1940.12	y you're gonna end up hating in a year , you know . 	
A	1939.28	1952.49	If you're going for fashion trends like that they'll need t you'd have to have interchangeable cases so that you could or 'cause otherwise someone's gonna have to buy a complete new remote rather than just a case . 	
B	1941.8	1943.222	So then th th that would 	
B	1948.06	1948.36	Yeah . 	
D	1949.27	1949.73	Yeah . 	
D	1952.89	1953.13	Mm . 	
B	1953.088	1958.85	it seems to make sense that we we'd just maybe stick with the standard rubber case , and then have the standard rubber buttons as well . 	
A	1959.51	1960.32	Okay . 	
D	1959.57	1960.08	Okay . 	
B	1960.29	1961.04	Um . 	
C	1960.45	1966.63	Uh we haven't really talked about uh the curvature of the case . There's flat , there's single-curved and there's double-curved . 	
D	1964.048	1964.528		
B	1967.33	1968.08	Um . 	
C	1969.06	1971.38	I'm not exactly sure what these things look like . 	
B	1969.14	1969.27	Mayb 	
B	1970.36	1981.904	Maybe curves give it like the slightly more aesthetic feel ? But the double curve wouldn't require us to perform miracles with the Plasticine . 	
C	1976.457	1978.204		
D	1976.752	1977.36		
A	1977.344	1982.048		
C	1979.25	1980.874	Well it says that 	
D	1981.88	1985.14	When you say d when you say double-curved , what what exactly does that mean ? 	
C	1985.16	1989.51	I'm not exactly sure . Um I'll show you 	
D	1987.58	1988.26	Okay . 	
C	1991.97	1994.432	the remotes that I've got . See how uh 	
C	1995.62	1996.5	Let's just get that bigger . 	
C	1998.05	2004.5	See how uh the one Oh I'm not plugged in , am I ? That doesn't help . Shall I just turn it round for time ? 	
D	2000.34	2004.332	No you're not connected to me anymore . 	
B	2001.069	2002.787		
A	2002.07	2032.11	One one thing to cons one thing to consider is that in some ways you want um by having a fairly standard case it means they can all fit together on top of each other therefore for storage purposes in shops and the like and it makes it easier that you can if you can store them up on top of each other . Whereas if you do um fancy things with it , you then gotta put it in a ca a a packaging box that that does that . And the cost of packaging could be quite important vis-a-vis the total cost of the product . 	
D	2005.152	2006.297		
D	2008.91	2010.06	That should come up . 	
D	2016.9	2018.52	Mm . 	
B	2017.79	2018.21	Mm-hmm . 	
B	2032.08	2038.665	Yeah yeah . So shall we go through quickly and just work out what we've decide on , if we have to kind of 	
D	2032.71	2032.88	Mm-hmm . 	
C	2032.81	2033.19	Hmm . 	
A	2037.95	2040.976	So but 	
D	2039.04	2039.32	Yeah . 	
C	2040.45	2052.59	Um it's not very clear up there , but you can see some of them have got kind of bulges , like the second one and the end one uh where there's a curve there . I'm not exactl I don't know if a double curve is maybe it comes up slightly , or ? 	
A	2041.89	2042.34	No . 	
A	2044.21	2045.08	Mm yep . 	
D	2046.04	2046.22	Right . 	
D	2052.086	2053.84	That's what I was trying to work out . 	
C	2053.728	2058.01	But um it is a kinda sleeker look if you've got curves in there . 	
A	2055.18	2056.43	Oh right . 	
D	2058.32	2058.59	Shall we 	
A	2058.56	2066.78	S so do you wanna go for curves , more curves ? We're meant to be f we're meant to be finishing this meeting in about a minute or so . 	
B	2059.107	2060.338		
C	2062.22	2064.25	Definitely a single , maybe a double . 	
D	2066.84	2067.08	Yeah . 	
B	2067.19	2068.212	'Kay , so shall we quickly 	
C	2067.43	2069.42	Shall we go for single curve , just to compromise ? 	
B	2069.24	2071.33	We'll go for single curve , yeah . Single curve . 	
D	2070.21	2070.83	Okay . 	
C	2070.33	2071.4		
A	2070.59	2073.86	Okay , curved or double curved ? So it's single curved . 	
B	2074.02	2080.688	So did we did we decide on the kinetic power supply ? The one you move around ? Okay . Um 	
D	2077.57	2079.79	Yeah I think that think that's a good idea . 	
C	2077.99	2078.51	Yeah . 	
A	2078.82	2079.12	Yep . 	
B	2083.31	2085.593		
C	2084.21	2086.75	And the rubber push buttons , rubber case . 	
D	2085.6	2085.945	Rubber 	
D	2088.44	2089.69	Rubber buttons and case . 	
C	2091.57	2097.05	Um and we don't really know much about the colour scheme or logo yet do we , but possibly a sticker . 	
B	2095.75	2106.14	Oh we ca Yeah yeah , we'll still have the Are we gonna go for the simple circuit board just to keep the cost down ? I th I think we can by by not having anything too complicated . 	
D	2104.02	2104.52	Yeah . 	
C	2106.39	2110.96	Yeah . Yeah and and the voice recognition , we can use that can't we , just to find it . 	
B	2107.24	2107.44	Um . 	
D	2111.52	2112.34	Yeah yeah . 	
B	2111.712	2112.56	Um . 	
C	2111.97	2113.43	Without affecting the circuit board . 	
A	2112.04	2114.19	Yes . Yep . 	
B	2113.92	2118.82	And see we could always decide against it if something comes up that's just something to that we seemed to leave out . 	
D	2121.08	2128.49	Okay . And then are we going for sort of one button shaped like a fruit . Or veg . 	
C	2127.59	2133.18	Yeah that sounds like it wouldn't do too much harm in a couple of years . Uh what sort of shape do we want ? 	
D	2135.01	2136.1	Don't know , maybe just 	
A	2135.45	2140.496	So we've got spongy feel buttons as well , have we ? As well as or w or was that 	
D	2139.16	2139.69	Yeah . 	
D	2140.47	2141.82	That's ru rubber buttons , yeah . 	
B	2141.67	2142.832	Yeah , it was just 	
A	2141.89	2147.62	So it's rubber buttons , so it's not really spongy feel buttons , it's just rubber buttons . With a rubber case right ? 	
B	2145.54	2145.71	'Kay . 	
D	2145.68	2147.64	Yeah . Reasonably spongy I guess , yeah . 	
C	2146.19	2147.84	Yeah , so it's not too wacky . 	
A	2148.93	2151.0	And the standby button is gonna be different . 	
D	2151.29	2152.08	Yeah okay . 	
C	2153.56	2159.89	Um I think an apple would be a good recognisable shape . If you start getting into kinda aubergines and things , it gets a bit weird . 	
D	2159.104	2159.853		
D	2160.96	2161.64	Yeah . 	
A	2161.01	2166.26	Okay so what what shape are we making the standby button ? A apple . Oh oh Sorry ? 	
D	2163.8	2164.17	Apple ? 	
C	2164.31	2164.67	Vote ? 	
B	2164.905	2166.335		
D	2165.46	2165.98	Yeah . 	
C	2166.65	2170.68	Shall we vote on it ? Anyone got any suggestions ? Right . 	
D	2167.81	2175.776	Yeah . Apple apple a a qu Quite a big one , as well . A big apple . Uh 	
B	2167.99	2170.12	We will go for the a a a apples apples . 	
A	2171.888	2172.96		
C	2172.39	2176.12	Okay . Ah . Well it could be red . 	
A	2176.0	2176.656		
D	2176.96	2178.41	Could be a red apple , yeah . 	
D	2179.65	2180.75	Either , don't mind . 	
A	2180.82	2182.57	A red apple ? Is it ? 	
C	2181.78	2187.329	Yeah 'cause we wanna incorporate a bit of colour if we can , once we find out um 	
B	2186.32	2191.568	Okay . And then we're gonna are you gonna work on keeping the button design quite simple ? Just like the 	
B	2192.95	2194.72	Just working out what we're gonna do for the next time . 	
D	2195.98	2196.26	Mm-hmm . 	
B	2196.52	2197.08	Um . 	
C	2197.81	2198.45	Yeah . 	
C	2199.97	2206.83	Yeah that seems pretty straight forward . 'Cause most of them will just be kind of mainly circular or like very plain . 	
B	2201.81	2202.0	Yeah . 	
B	2206.99	2207.63	'Kay . 	
D	2207.64	2207.79	Mm-hmm . 	
D	2209.88	2210.32	Okay . 	
A	2213.21	2216.21	Sorry what was that last thing again there ? 	
C	2215.46	2217.77	Uh just to keep the shape of the buttons simple . 	
A	2219.09	2224.704	Right much option on that . I thought you were going for a single curve and 	
C	2224.17	2226.7	Ah just the uh shape of the buttons . 	
A	2227.25	2228.49	Alright . 	
B	2228.98	2236.3	And j yeah , just keeping the sort of the labelling them labelling of them fairly simple as well . Fairly sort of self explanatory . 	
C	2234.32	2234.64	Yeah . 	
A	2236.95	2239.22	Right , so shape of buttons simple . 	
A	2248.42	2262.22	Okay . So that's that , I guess . We should now go away and get these things sorted out . I guess you two are on plasticine duty or whatever . Okay , so um . 	
D	2257.575	2259.766		
C	2257.957	2259.395		
B	2258.94	2259.26	Okay . 	
B	2266.58	2267.4	Is that the end ? Okay . 	
D	2268.1	2268.57	Looks like it . 	
A	2272.61	2273.36	Okay . 	
