Found 4 args.
Observation: IS1009d; Result size: 537; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
A	1718.58	1743.95	Y um al always bearing in mind that right now we are of course well within the budget and that we still you know we probably can't , with this particular item , we probably can't just uh add a whole lot of more things . Uh um we need uh you know we need to leave space money-wise for the voice recogniser . 	
B	1719.06	1720.544	And maybe 	
D	1722.84	1723.16	Mm-hmm . 	
D	1732.91	1733.29	No . 	
C	1733.97	1734.38	Yeah . 	
D	1741.45	1741.77	Mm-hmm . 	
D	1744.16	1744.55	Mm-hmm . 	
B	1744.56	1744.66	Yes . 	
A	1745.52	1746.61	Um . 	
C	1745.56	1745.91	Mm-hmm . 	
A	1749.86	1766.58	So th the question really is how do we feel with the project process ? Uh , um are we happy with the creativity that has passed here or we're not happy with the new product we created or that was created ? 	
A	1768.06	1771.43	Uh I think personally I think uh I'm pretty happy . 	
D	1771.7	1775.98	I'm pretty happy with it too , yeah um , it's something I think I can market . Yeah . 	
C	1772.49	1773.31	Even I'm happy . 	
A	1772.58	1774.01	Um an 	
C	1775.25	1775.52	Yeah . 	
A	1776.13	1782.816	and then the next question is are we happy with the leadership of this project ? Uh 	
D	1782.131	1787.168	I think you've done a good job , Miss leader . 	
B	1784.02	1786.68	Yes , yes you've done a good job . 	
C	1784.37	1786.688	Yeah , yeah , definitely . 	
A	1785.86	1791.68	And I think team work I think was very very good , I think we really yeah . 	
D	1789.81	1793.02	Yeah I d I do too I think we worked well together as a team , yeah . Mm-hmm . 	
C	1790.06	1790.35	Mm-hmm . 	
C	1791.05	1791.37	Yeah . 	
C	1792.54	1792.94	Yeah . 	
A	1792.57	1793.29	Mm-hmm . 	
A	1793.98	1803.15	And uh I think we are we happy with the means we used ? We used whiteboard , we didn't use digital p well digital pens I guess are these things . 	
D	1803.22	1808.11	Yeah maybe we could've used the whiteboard a little bit more , yeah , we didn't use that enough . 	
B	1804.93	1807.86	Whiteboard more , yes , yes . 	
C	1806.36	1807.57	Yeah , probably . 	
A	1807.45	1822.01	Yes , we could . Uh , it's maybe not in the best position in the room um you know like sometimes it's positioned so that it's much better visible for everybody and I think from that point of view we sort of ignored it a little bit . 	
D	1818.26	1818.72	Mm-hmm . 	
D	1822.05	1824.21	And we used the slide because it was better positioned . 	
B	1822.31	1822.78	Yes . 	
A	1823.038	1835.27	Yes , I think so , I think absolutely , and fortunately we all had slides presentation which made it a little easier . Um did we new did we find new ideas ? I think we did . 	
C	1824.41	1824.71	Yeah . 	
B	1824.98	1825.13	No . 	
D	1825.37	1826.7	Mm I think that's true mm-hmm . 	
C	1830.44	1830.72	Hmm . 	
B	1830.94	1831.38	Yes . 	
D	1830.94	1831.3	Mm-hmm . 	
C	1835.4	1836.77	Yeah , many . 	
D	1835.45	1837.98	I think we were we were very good , yeah , mm . 	
A	1837.27	1844.71	I think we we did , uh in more than one respect and uh so I think we did very well here . 	
D	1840.43	1841.0	Mm-hmm . 	
D	1846.51	1846.73	Okay . 	
A	1847.19	1859.056	Are the costs within budget ? Yes , yes . Uh is the project evaluated ? Yes . Um then celebration . 	
D	1851.9	1852.6	Yes , yes . 	
B	1852.976	1853.536		
C	1853.09	1853.39	Yeah . 	
D	1853.74	1865.765	Celebration . Today we have apple juice and after we sell m million of 'em we have champagne . 	
B	1854.98	1858.592	Cel celebration yes , yes . 	
C	1855.9	1859.056	Ah . 	
A	1862.512	1862.928		
B	1862.816	1864.078		
C	1862.992	1864.688		
A	1864.64	1871.53	So I I thank you all very much . Um , I think this was very good and um 	
D	1869.94	1870.51	Mm-hmm . 	
C	1870.05	1870.45	Yeah . 	
A	1872.72	1880.86	I think we did come up with a new product that's uh feasible . Feasible from the production point of view and feasible from a marketing point of view . 	
D	1876.62	1876.9	Mm-hmm . 	
D	1880.74	1880.95	Mm-hmm . 	
A	1882.8	1884.12	So , thank you . 	
D	1883.01	1883.25	Okay . 	
C	1883.61	1883.76	Yeah . 	
B	1884.29	1884.86	Thank you . 	
C	1884.33	1885.21	Thank you very much . 	
D	1884.76	1889.53	Okay . Watch I I have my cord behind you here . Okay . 	
B	1888.25	1888.7	Okay . 	
A	1894.21	1896.608	I always get it on here , but getting it off is 	
C	1896.56	1898.82	Do we do we have some time left ? 	
C	1901.11	1902.912	Uh you have 	
B	1902.92	1904.02	They say it's forty minutes . 	
A	1904.79	1905.98	Ah yes we have time later but we don't 	
D	1905.01	1911.79	But we we were told we could end the final meeting at any time , whenever we felt we were finished . 	
B	1908.84	1909.11	Okay . 	
C	1909.08	1909.69	Oh , alright . 	
D	1918.56	1921.97	It'll take me the rest of the time to get my microphone out from my necklace . 	
D	1922.88	1923.248		
D	1925.17	1925.75	Oh , there we go . 	
