Found 4 args.
Observation: ES2014b; Result size: 501; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
D	2006.93	2008.3	Yeah , yeah . 	
C	2011.8	2012.77	Like a hidden panel . 	
B	2016.61	2017.09	Okay . 	
B	2018.52	2020.0	Uh not quite , but I guess . 	
B	2022.1	2024.07	Keep the other buttons but hide them away . 	
C	2032.24	2043.65	Hmm . And that'll be better for the older generation as well 'cause , well my dad doesn't like anything that you've got to kinda flick through a menu , but he can pretty much read a button if it's displayed properly . 	
A	2037.68	2038.65	Ah . 	
D	2040.0	2040.22	Mm-hmm . 	
A	2042.09	2042.96	Mm-hmm . 	
B	2042.18	2042.512	So 	
D	2042.21	2042.35	Yeah . 	
B	2044.02	2052.67	So um we're gonna have to have to work out what's gonna be on these other functions as as well . So we're gonna have like two separate two separate lists , I guess . 	
D	2049.78	2050.12	Yeah . 	
A	2050.79	2051.78	That's right . 	
D	2053.01	2053.34	Yeah . 	
A	2054.125	2058.68	data functions hidden at back . Can bring out when needed . 	
D	2056.07	2057.149	So th the 	
D	2058.63	2064.261	The detailed ones would be sort of brightness , uh sorta 	
C	2062.64	2063.06	Yeah . 	
A	2063.92	2070.71	That's right so we're dis So you've got which ones are gonna be on the front and which ones are gonna be on the back . We have to decide . 	
B	2068.9	2069.66	So sh 	
B	2070.95	2072.704	Should we decide in the next couple of minutes , and then 	
D	2071.13	2071.36	Mm-hmm . 	
D	2072.84	2073.01	Yeah . 	
A	2073.26	2074.23	I guess so . 	
B	2074.75	2075.648	So on the 	
A	2076.54	2078.66	So on front , 	
B	2078.592	2080.37	about the number . 	
A	2081.27	2082.81	numbers , 	
B	2083.87	2086.08	Um the volume up and down . 	
C	2084.39	2085.1	And the volume ? 	
A	2085.179	2087.46	volume . 	
B	2087.8	2089.07	Shall we have a mute button as well ? 	
C	2087.91	2088.28	Um . 	
A	2089.75	2090.12	Sorry ? 	
B	2090.15	2091.12	A mute button as well . 	
C	2091.09	2091.44	Yeah . 	
A	2092.34	2092.98	Mm . 	
B	2093.17	2094.208	Yeah . Or 	
C	2093.54	2094.52	Yeah I think they're handy . 	
D	2094.78	2098.65	Mm-hmm . And probably a power one as well . Dunno . 	
C	2102.77	2104.01	I know it's probably like um 	
C	2105.69	2122.89	not an issue to raise here , but um the whole thing about not using your standby uh because of the like waste of electricity . Have you seen the adverts ? Like if you boil the kettle that's full that's a waste . If you leave your telly on standby it powers Blackpool for a certain amount of time . Like we should maybe try to discourage people from standby . 	
D	2115.21	2115.37	Mm-hmm . 	
D	2116.53	2116.73	Yeah . 	
A	2116.58	2117.43	Mm-hmm . 	
D	2119.776	2121.202		
B	2123.08	2127.28	But then they might not buy it if they haven't got one . 'Cause people might just be too fickle and not want to change . 	
D	2125.22	2125.53	Yeah . 	
C	2125.64	2131.68	Yeah , it's maybe too much of a big issue for here . Uh-oh danger sign . 	
D	2127.62	2130.213	Yeah . 	
A	2127.84	2132.79	So so are you having the stand-by on the front , then ? 	
B	2128.33	2131.32	We can send out a flier with the device saying that you shouldn't leave it on stand-by . 	
B	2132.79	2133.64	I think you probably should . 	
C	2133.87	2140.44	Yeah , but a little bit smaller . Compromise . 	
A	2134.064	2134.368		
D	2135.664	2138.6	Okay . 	
A	2137.75	2139.23	Well . 	
B	2139.08	2141.85	Um are we gonna have the channel up and down as well as the number buttons ? 	
D	2142.32	2149.21	Um 'cause yeah the market research said there is quite a lot of people do just zap around and flick , so . 	
B	2148.2	2149.504	Okay , so we'll have um 	
C	2149.46	2149.63	Right . 	
B	2152.48	2156.22	So we've got ten eleven twelve thirteen fourteen fifteen sixteen there ? 	
D	2157.54	2157.92	Um . 	
A	2157.88	2160.85	Channel up and down . What else have we got ? What was that , sixteen ? 	
D	2160.66	2162.31	Numbers is ten , volume is 	
D	2164.05	2168.42	twelve , th Yeah si One up , one down . 	
A	2165.25	2166.94	Volume button . How many volumes ? 	
A	2168.94	2169.88	Right okay . 	
C	2171.67	2172.21	On mute . 	
D	2173.1	2175.02	And a mute , yeah . That's sixteen isn't it , yeah . 	
B	2175.11	2176.78	Is there anything else ? Um . 	
D	2178.7	2179.64	I don't think so , no . 	
A	2180.43	2185.29	Power button , stand-by , channel , up and down . So is that it ? 	
C	2185.562	2186.35	so . 	
B	2185.616	2186.32		
A	2186.82	2191.62	Okay . That's sixteen buttons , you reckon . And then at the back ? 	
D	2192.92	2193.41	You've got 	
D	2194.53	2197.01	brightness and contrast . 	
B	2198.31	2204.74	Maybe if we're gonna run out of time , one of us should come up with a list of these and then get back at the next meeting just at the start and say what they're gonna be . 	
C	2198.34	2199.068	And then 	
A	2204.77	2206.67	Okay . So on the back 	
D	2205.3	2205.52	Yeah . 	
C	2205.74	2205.97	Mm-hmm . 	
A	2207.91	2215.49	it'll have brightness , contrast , anything else ? You're also gonna have the channel tuner , as it were . 	
C	2212.12	2213.88	Uh there's audio functions . 	
D	2214.82	2215.41	Yeah . 	
B	2215.28	2217.37	So tuner up and down , I guess . 	
C	2218.08	2218.4	Yeah . 	
A	2219.72	2222.24	Tuner , would that have up and down ? . 	
B	2221.64	2225.64	Um up Tune one way , tune the o I I dunno I dunno possibly . 	
C	2222.98	2223.92	I think they normally do . 	
A	2223.904	2227.13	okay . Okay . 	
D	2224.84	2225.01	Yeah . 	
C	2225.35	2225.71	Yeah . 	
D	2228.79	2230.53	And then maybe sort of an enter button for 	
D	2232.56	2243.53	sort of s you know , saying that you want that particular thing tuned in . So you go up and down and then it pick it finds something and then you wanna press enter to select it , yeah . 	
B	2239.6	2242.45	Oh yeah and th and a enter button just to select . Yeah , okay . 	
B	2247.68	2254.26	Um I guess we're keeping s it simple . We don't really need any other audio funct uh functions because it's just volume up , volume down . 	
A	2253.85	2255.53	Um up volume , yeah , I would have thought so . 	
B	2255.51	2255.81	Um . 	
D	2256.09	2256.44	Yeah . 	
C	2257.39	2258.4	So I think um 	
C	2260.15	2264.09	there's quite a lot of like Dolby surround studio , surround sort of things . 	
D	2264.39	2264.76	Yeah . 	
A	2264.83	2265.11	Okay . 	
B	2264.83	2270.88	Do they have their own do they have their own controls on their actual products , then , or do you have to do it via the remote ? 	
C	2264.89	2266.98	Um maybe for the younger market . 	
C	2271.7	2275.37	Um I think they've got their own controls in this kind of like hidden panel . 	
B	2275.43	2279.21	Yeah I suppose if we've got their if they've got their own controls then we can avoid it for ours just to keep it simple . 	
A	2278.31	2279.83	Yeah . Yeah . 	
C	2280.42	2291.43	Oh no , I mean um like there's kind of individual buttons for them , like on the T_V_ remote . But I don't really know what they're for , I've never used them . I just know they're something to do with Dolby . 	
B	2283.44	2283.87	Oh , okay . 	
B	2285.81	2286.03	Right . 	
D	2286.46	2286.59	Mm-hmm . 	
B	2288.76	2289.18	Um . 	
B	2290.28	2293.298	Maybe unless something comes up then we should I think 	
A	2292.32	2296.512	Well you might get some research . 	
C	2293.441	2295.171		
B	2296.68	2299.21	Well shall we look into that and just get back together . 	
A	2299.43	2313.17	Okay . Right so I'll do the minutes of uh this meeting . And we'll meet back at I'm not sure . Um forty minutes , I believe is the time . 	
D	2299.59	2300.16	Okay . 	
C	2300.3	2300.39	Right . 	
D	2300.96	2301.1	Right . 	
B	2313.11	2313.32	'Kay . 	
D	2314.98	2314.98	Okay . 	
A	2316.72	2317.31	Come on . 	
