Found 4 args.
Observation: ES2014d; Result size: 772; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	1648.12	1651.53	So I think that should still be okay . Yeah , that's twelve point three , so we're still 	
A	1649.89	1650.14	Right . 	
B	1653.09	1656.094	within budget on that . Um 	
A	1654.4	1656.81	Yep , that makes sense . 	
B	1658.97	1666.828	So decide we've lost a little bit on the fashion and lost a bit on the fancy kinda side of it , but generally speaking , we've kept the other attributes to the 	
A	1662.95	1663.27	Yep . 	
A	1666.68	1674.46	I woulda said so . Yeah . So you'd maybe put fash fan uh fashion at three rather than two . 	
B	1670.96	1672.156	That's without 	
D	1673.29	1677.504	So shall we do a Well , um 	
B	1673.78	1674.42	Yeah . 	
B	1675.929	1683.13	And specially it definitely could fits the the real product What was the what's the company name ? 	
C	1684.45	1685.48	Real Reactions ? 	
A	1684.92	1689.248	Real Reaction produ I'm not quite sure , what does that mean ? 	
B	1685.42	1694.96	R yeah . Yeah , yeah . I mean it still seems definitely fit that p so that's like if that's the new age kind of um inno innovative 	
D	1686.49	1687.12	Yeah . 	
C	1688.018	1689.868		
D	1695.86	1697.091	Yeah , so 	
B	1696.46	1703.156	c type company , then um having the kinetic feature and the voice recognition is p quite high up on 	
D	1701.09	1701.393	Uh 	
A	1701.62	1703.32	Yep I would s 	
D	1702.48	1720.8	So it's w if we've if we've put in for another special form on a button , then maybe they could be a different shape . Like we got a cherry one . Maybe other ones could be something else shaped . I don't know . That would be poss seeing as seeing as it's cheaper to make them a different 	
B	1717.64	1718.286	Um 	
A	1717.99	1718.56	You mean of 	
D	1721.92	1735.9	seeing as we've got , you know , we've made it a a special form , so And that would sort of maybe keep us close on the sort of the fashion type one . And it would sort of , you know , keep it quite fancy as well , I don't know . 	
B	1735.58	1735.82	Mm-hmm . 	
A	1735.91	1753.43	Well you could argue you might do it once a year , you would change , because at the moment you're making a red apple . So next year you could make next year's model the same , but have it as a a yeah whate whatever , a lemon . Yeah , l a lemon lemon or something . And that 	
B	1742.11	1743.547	Yeah so it's a 	
D	1742.16	1742.758	Well you could 	
D	1747.28	1747.67	Yeah . 	
B	1748.13	1751.671	Whatever fruit was in fashion next year . 	
D	1749.971	1751.747		
D	1752.45	1756.56	Yeah , I mean the volume buttons could be lemons or something , maybe . 	
B	1754.816	1755.216		
A	1756.19	1756.679	amount 	
D	1757.32	1757.77	Okay . 	
D	1759.33	1762.88	So , we've what have we what have we rid of . We got rid of 	
D	1763.88	1764.94	the plastic . 	
A	1765.28	1769.329	Yeah , we've the main thing we've changed really is the casing isn't it ? We've 	
D	1765.92	1767.33	Is it The rubber . 	
B	1766.46	1773.58	That yeah , that was uh that was just about all . I think we've saved quite a bit because we've just got the push-button interface , which is by far the cheapest . 	
D	1768.71	1769.12	Yeah . 	
D	1774.17	1774.57	Yeah . 	
B	1774.79	1775.44	Um 	
D	1777.11	1777.846	But uh 	
B	1777.3	1788.51	So maybe in a sense not having that , maybe we've lost some maybe lost something on the innovation side ? I dunno . And that is like the most standard type of button . 	
D	1789.11	1791.76	So I mean , we've got we got rid of the rubber case , but 	
D	1792.79	1807.19	we've now s we now sort of got an extra form , and an extra colour for the buttons . So maybe in terms of sort of fanciness and fashionability , we're pretty much the same , maybe . So , I mean we could maybe put two again on them . 	
B	1803.8	1804.07	Yeah . 	
B	1809.75	1812.363	And everything else has stayed pretty much the same , so 	
A	1811.58	1813.16	Well , ease has certainly stayed . 	
B	1813.62	1817.0	Yeah , plus if anything that is special forms makes it slightly easier to 	
D	1814.11	1814.32	Yeah . 	
A	1816.99	1817.29	Yeah . 	
D	1817.59	1820.05	Yeah . And what about the sort of innovation ? 	
B	1818.07	1818.56	to use . 	
B	1820.68	1823.699	Um , well we've still got the kinetic energy . Um 	
D	1820.7	1821.35	Do you think 	
D	1822.756	1823.86	Okay . 	
A	1823.78	1825.12	And the speech feature . 	
B	1825.28	1826.23	Yeah , the speech feature . 	
D	1826.54	1829.03	And then , the corporate identity . 	
B	1829.65	1831.848	I think we've cut just about the same . We've maybe lost 	
B	1832.85	1836.842	Hasn't it It's hard to tell how the rubber the rubber casing would really affect 	
A	1835.5	1837.81	How it would play out , yeah . Oh . 	
D	1837.39	1840.05	Yeah . Whether whether that's considered to be sort of 	
D	1842.18	1844.272	part of the corporate identity , I don't know . 	
D	1845.26	1846.624	I mean , it's maybe not . I mean 	
B	1845.34	1845.978	Um 	
B	1847.08	1853.747	But I think more the the features of the actual control will be more important than maybe than the the actual aesthetics , but 	
D	1851.93	1852.36	Yeah . 	
D	1853.92	1854.37	Yeah . 	
B	1855.52	1858.752	But either way , I think we've made it fairly close to what 	
D	1858.68	1860.081	Yeah . Okay , well I mean 	
C	1859.45	1861.53	Yeah , I don't see how we could make it any more . 	
C	1862.6	1863.8	Um , apart from maybe 	
D	1862.65	1862.97	We cou 	
C	1865.11	1868.11	doing the whole thing in the kinda light shade of blue , like the casing . 	
D	1868.98	1869.28	Mm-hmm . 	
C	1870.056	1870.574		
C	1870.96	1872.63	But then what colour would you make the R_s ? 	
B	1874.064	1879.65	just the the company logo . So maybe there's like a set design which we get printed off . 	
A	1878.96	1890.88	Well , but you've got the company logo on there , which would effectively be a stick-on badge . So you're in a sense , you're comparing the product without the company logo . And then y but you've got the space for it to stick it on . 	
D	1878.96	1879.32	Yeah . 	
B	1883.75	1884.22	Okay . 	
D	1887.45	1887.89	Yeah . 	
B	1889.82	1890.49	Yeah , yeah . 	
D	1891.02	1895.018	Hey , what what what's the company colour ? Did you get told what the company colour is or 	
B	1894.38	1896.85	I'm still not quite sure we've established that . 	
C	1897.14	1899.58	No , I just We got the logo off the web browser . 	
A	1897.67	1943.31	Don't think so . But but i but in the sense that , as you saw with um the Windows logo badge , it doesn't really matter . There's virtually n The way that you frame , you know , the Windows badge on there , it really doesn't matter what colour it is , so long as our company's logo is framed w in the same way as that with a like a black outline . Fact , they've got black and white or black and silver . So basically , even if you had a silver the same colour of silver on your display , because you've got effectively a double edging on the uh on the logo , it means that it splits off what your logo is from the from the product . And that's actually quite a sneaky way of doing it . 	
D	1900.78	1901.42	Oh right . 	
C	1904.72	1906.015		
D	1913.2	1913.44	Hmm . 	
D	1916.194	1916.564		
D	1919.74	1920.06	Mm-hmm . 	
D	1925.2	1926.7	Mm . 	
D	1941.17	1941.86	Okay . 	
D	1943.57	1948.43	Uh-huh . 'Cause you've got sort of we've got point two to play with if you really wanted to . 	
A	1948.72	1971.24	You could put in another Well , in this one , you've actually got three colours of buttons . Well , we decided that the blue ones were the um the standard colour . So you were talking about uh um We're assuming that all the buttons on the second panel , the hidden away panel , would all be standard . 	
D	1949.84	1952.37	Another colour . Or would that be t 	
D	1953.91	1954.34	Yeah . 	
D	1958.95	1959.47	Okay . 	
B	1971.57	1971.84	Yeah . 	
D	1971.81	1972.16	Yeah . 	
C	1973.07	1973.55	Mm-hmm . 	
A	1973.14	1973.58	Which 	
A	1975.32	1977.56	m may or may not be the case . 	
D	1977.53	1982.448	Yeah . Shall we save the point two for profitability then ? 	
B	1978.15	1978.72	Um 	
A	1980.74	1995.0	Well , yeah . Bu but but uh was the was there not a button that you were thinking of on the um on the other opt you know , on the second page , as it were , that uh you were thinking of maybe having as a different colour ? 	
C	1981.049	1981.789		
C	1996.08	2004.75	Um , I don't think they would really need to be . I think if they were just all small round blue buttons , it'd be fine . Needs to be an enter button , but could just be the same as well . 	
B	2001.79	2002.928	Yeah , maybe we've m 	
B	2004.84	2017.28	Maybe for the the one they're gonna see all the time , we make it look good , and um , fit the kind of idea of what they want . And then for the more functional buttons , we don't worry too much about that and just have that as like a plus it's hidden away anyway , you're not gonna see it at the start . 	
D	2008.72	2008.96	Hmm . 	
D	2017.13	2033.24	Yeah . I mean it's the sort of thing that , I mean , you wanna pick up the controller and just hit a button quickly to change the channel or volume . So , if it's dead obvious , then that's fine . But if you're opening the panel and you're looking and you're tuning , then you're paying a bit more attention . So it may be sort of different colour buttons isn't so important . 	
A	2021.96	2022.938	Yeah , well 	
A	2033.52	2034.4	Alright . Okay . 	
D	2034.05	2035.15	'Cause you Yeah . 	
B	2035.83	2036.04	Yeah . 	
A	2036.52	2039.08	So we just add that to profitability in effect . 	
D	2036.52	2037.265	So 	
D	2039.26	2042.908	Yeah , I mean so we've dropped the cost , but 	
A	2039.621	2044.88	Right , so we're meant to finish up in five minutes . 	
C	2040.26	2040.6	Mm-hmm . 	
D	2045.17	2053.088	Same sort of function ? The criteria ? It's alright . Just made a load of money . 	
B	2049.82	2050.23	'Kay . 	
C	2051.109	2051.849		
C	2062.26	2067.15	Shouldn't we maybe lose a point on fashion , go to a three ? 'Cause we've lost the overall spongy feel . 	
C	2068.32	2072.625	'Cause it doesn't seem right that it just hasn't changed at all . 	
A	2070.89	2072.88		
D	2071.96	2073.51	Well , but I think we said that w 	
D	2074.61	2082.63	Because you got rid of the rubber , we put an extra an extra sort of fruit um shape on one of the buttons . le lemon sh 	
B	2079.727	2082.058		
A	2080.848	2081.568		
C	2081.36	2085.29	Alright . Did we decide what that was , which button it was ? On the volume ones ? 	
D	2084.09	2094.619	I think well , we could have lemon shaped ones with the volume ones or something . Or something like that . Yeah . 	
C	2086.842	2090.574	Right . 	
A	2087.712	2089.552		
B	2088.827	2092.07	Uh , . That's good . 	
A	2094.245	2095.536		
B	2095.24	2096.21	Definitely lemon shaped . 	
D	2096.512	2098.386		
B	2098.875	2099.245		
D	2105.49	2109.92	Did did you have to have a rubber case , though , for rubber buttons ? Or was it the other way around ? 	
B	2110.67	2114.61	You had to have rubber buttons if you had the rubber case . So I think we can we're okay . 	
D	2112.73	2113.62	Right , okay . 	
A	2113.01	2115.34	Mm-hmm . So we're okay this way around . 	
D	2115.53	2115.74	Yeah . 	
D	2118.46	2120.65	So that so we've saved 	
A	2119.48	2124.267	Until the design team comes in and says , get off . But you are the design team . 	
D	2121.296	2123.044		
B	2124.12	2125.9	Then we say it's fine , so it's all good . 	
D	2127.98	2130.03	Saved two Euros on that . 	
A	2152.65	2154.62	So what bit are we on to ? 	
C	2159.46	2168.16	Um , can I just check if that's a cherry or an apple ? Did we decide against the apple because of Apple Mac ? And did we make it a cherry officially ? Right . 	
A	2165.81	2170.09	Yeah . I th I th Oh . Right , okay . 	
D	2167.07	2167.32	Mm-hmm . 	
B	2170.54	2175.571	Just in case we need that point two for lawsuits and such like . 	
C	2172.774	2176.96		
A	2173.344	2175.657		
D	2173.395	2176.622		
A	2180.38	2182.93	Oh drats , I've botched that , haven't I . 	
C	2209.92	2212.32	So were we aiming for a certain target on that scale ? 	
D	2213.81	2216.18	Well , we're aiming for um one for all of them . 	
D	2217.46	2220.176	M but it really has to fit into the budget , so 	
C	2217.7	2218.05	Right . 	
D	2221.03	2223.1	I guess we just have to adjust things to 	
D	2224.11	2225.216	get it i in the 	
D	2226.77	2228.302	Which is fair enough . 	
B	2227.68	2230.64	And we seem to have least something in each criteria . 	
D	2231.48	2231.75	Yeah . 	
B	2231.82	2233.536	We haven't completely left anything out , so 	
D	2234.02	2234.76	Yeah , I think 	
D	2236.11	2237.006	most 	
B	2236.176	2239.37	As an overall product which has to be quite cheap , we've just about achieved 	
D	2239.16	2239.49	Yeah . 	
B	2240.68	2241.09	everything . 	
D	2241.17	2241.78	Yep . 	
C	2251.28	2252.91	So do we have anything else to discuss ? 	
D	2254.432	2256.64	I don't know . What's on the agenda ? 	
A	2264.23	2267.056	Right , okay um 	
A	2269.36	2270.16	What's happened here ? 	
A	2284.22	2286.904	Right , okay um 	
A	2296.14	2296.65	Mm . 	
A	2303.3	2308.928	Right , okay um , Right . So we got 	
B	2311.13	2312.12	We've got the closing . 	
A	2311.54	2312.82	So we've done the 	
A	2314.02	2320.67	the finance bit and the Excel project and the We've done the redesign . So we're now on to project process . 	
A	2321.36	2338.25	Now satisfaction with , for example , room for creativity , leadership , teamwork , means , et cetera , whiteboard , digital pens , et cetera . So , we're actually now uh , in a sense , on to the evaluation of the course rather than the evaluation of the project is m my understanding of it . 	
B	2336.304	2337.968		
D	2336.55	2336.85	Uh-huh . 	
A	2339.27	2348.632	So what did you and remembering that nobody's just over the curtain . So , um 	
D	2343.579	2345.465		
D	2350.47	2353.247	Finish your meeting now . 	
B	2353.76	2355.344	We should just go through this quickly and then 	
C	2354.27	2354.55	Huh . 	
D	2355.52	2355.81	Yeah . 	
A	2355.78	2356.208	So 	
A	2359.6	2364.91	I suppose the easiest way of doing it is to put some notes down , which I will do . 	
D	2366.39	2366.9	Okay . 	
A	2367.59	2374.6	So , uh I think I have to finish that page . Right , okay , so 	
D	2372.51	2374.174	Oh . 	
A	2382.49	2385.964	Project evaluation . So , um 	
A	2389.47	2390.39	Creativity . 	
A	2392.12	2397.476	Did you feel you got a chance to express yourselves well enough ? Well um 	
D	2394.725	2395.206		
B	2395.9	2396.88	Um , yeah . Yeah . 	
C	2396.5	2396.91	Yeah . 	
D	2397.81	2403.21	I thought some of the divisions though between sort of the individual meetings were a bit arbitrary . 	
A	2404.48	2406.4	Individual meetings . How do you mean ? 	
D	2406.2	2409.97	Yeah . Well , we were finding out various things in 	
A	2411.08	2411.96	In you on your own . 	
D	2411.381	2437.85	in be in-between the meetings , and they didn't the one meeting didn't always follow on for the other one , you know , sort of we had things thrown in at the second meeting where , you know , you'd looked at the remote controls and seen the curviness , but in the first one you'd also looked at some remote controls and looked at the buttons , and I don't understand why it would be in separate meetings that you'd do that . You know , you'd sort of you'd probably present it at one or something like that . 	
A	2422.09	2423.138	Um 	
A	2438.74	2455.264	Mm , The only thing you find is in a manufacturing process , you would normally , you go to a meeting , you decide , right , you do this , you do that , you do that . Then you go away . You find out information . You then come back . You then discuss it . You then go and change things around , and then go back . So 	
D	2446.13	2446.77	Yeah . 	
D	2451.93	2452.28	Uh-huh . 	
D	2454.84	2455.15	Yeah . 	
B	2454.95	2459.81	Yeah , I suppose and then be going out and finding more information each time and then diff things will be relevant . 	
A	2458.048	2489.264	Whereas , this time , you're really getting it from a database source , so it's not uh well uh Anyway , so , what do you want to put down ? I've put , seemed okay . Creativity , seemed okay . Um um flow of information on on any given subject given subject um sometimes disjointed . 	
D	2458.64	2459.28	Yeah . 	
D	2461.56	2462.12	Yeah . 	
C	2464.273	2465.16		
D	2465.628	2466.959		
D	2488.63	2489.05	Yeah . 	
C	2490.99	2497.98	I think it maybe could have been a slightly more creative project . I mean a remote control isn't the most um 	
D	2499.8	2501.16	Yeah , the thing itself . 	
C	2500.33	2502.37	kind of fancy thing that you could imagine designing . 	
A	2501.07	2502.377	Um 	
C	2503.35	2505.4	I can't think of a better example at the minute . 	
D	2503.39	2504.07	Yeah . 	
A	2505.01	2510.7	Have could have used a different 	
A	2512.35	2519.052	example pel to increase create 	
D	2517.09	2517.42	Yeah . 	
B	2517.74	2521.25	Is this go It kinda kis fits the purpose that it was something everyone knows about and then 	
A	2521.62	2522.43	Creativity . 	
B	2522.24	2525.37	something we can at least look at and think how we can improve on . 	
D	2524.41	2524.69	Mm-hmm . 	
A	2524.66	2528.048	You have to do it within a set time frame is the other thing , so 	
D	2527.27	2548.093	Yeah . But think like it was a bit restrictive just to say that you have to design a television remote control , in a way . I mean it depends what sort of business you're in , I guess . I mean this one seems . From the website it looks it's quite innovative , but we're coming up with some bucket shop product aren't we that's , you know , fifteen quid . 	
C	2544.209	2544.949		
B	2545.52	2549.395	one of those things . Like uh , companies can have like a range of products and 	
A	2550.49	2551.78	I th I uh d 	
B	2550.541	2554.8	I don't know how it works but I guess that something got sent out and have like a brief to kind of 	
A	2555.54	2618.85	But the other thing is that uh they're I'm guessing that they're trying to use this um software to to demonstrate how you could uh do a project . I mean , m my wife at the moment , for instance , is uh acting as a computer um for um you normally , you got a problem , so you go to your tutor and find out information to see how to get it fixed . So what she's doing is she's having to spend a day at the computer terminal at one end so that any student that comes along can uh ask whatever question . And then you or the idea is that the whichever uh person's at the other end can point them in the right direction , show them where to either give them directly give them help , or secondly , point them in the right direction , either at the library , or uh or or come back , or go and see Joe Bloggs , or whatever . 	
D	2569.99	2570.49	Yeah . 	
D	2584.0	2584.35	Mm-hmm . 	
A	2619.35	2640.24	So uh , and that was a project I suspect similar to this , because they they were actually trying to debug the uh computer software to enable um to enable it to work . And of course , you had the machine crashing and various things going wrong . So 	
D	2633.64	2633.94	Hmm . 	
B	2635.73	2635.95	Yeah . 	
B	2638.86	2643.42	Well , sh we look at the last slide , see if it's got anything else . I think there's one one more to go . 	
D	2638.88	2639.09	Mm-hmm . 	
A	2641.68	2643.22	Alright , so we've got uh 	
D	2643.38	2643.58	Yeah . 	
D	2644.88	2654.017	I mean if you look at their products on their website here , Real Reaction , I mean it's all pretty high-tech and cutting edge . And 	
A	2652.54	2656.6	New ideas found , did we find any , no . 	
B	2655.08	2660.01	It was quite good with this um the white board , having that and the digital pens . Like , that's something that made it a little easier . 	
A	2658.92	2662.18	Alright . Leadership , teamwork . 	
D	2659.25	2660.6	Yeah . Yeah . 	
D	2662.445	2670.51	we did find a new idea , I mean sort of a kinetic remote control . I've never seen one of them before . batteries , I think . So 	
B	2669.624	2672.25	voice recognition , especially not could 	
A	2669.81	2670.416	Does 	
D	2672.82	2673.4	Mm yeah . 	
A	2673.24	2677.87	You've got voice recognition computers , that's not remote controls . 	
B	2675.4	2675.67	Yeah . 	
D	2677.38	2677.68	Yeah . 	
C	2678.02	2679.62	Well it's a different application of it . 	
A	2680.17	2682.76	Mm-hmm . Okay , 	
B	2682.35	2685.33	Yeah , so it's just like the same products , but just put together in a different way . 	
D	2685.12	2685.35	Mm . 	
A	2685.6	2687.49	so how do you reckon teamwork went ? 	
B	2688.61	2689.04	Um 	
D	2689.01	2690.43	That went okay , yeah . 	
B	2691.1	2693.61	Yeah , I guess we all had separate ideas and then discussed them . 	
D	2693.92	2694.84	Mm-hmm , yeah . 	
C	2694.31	2694.59	Yeah . 	
D	2696.496	2696.768		
A	2698.25	2706.88	To uh go uh reasonably well . Okay . 	
D	2706.609	2713.445	I don't think sort of the budget um allowed us to do anything 	
A	2711.9	2714.384	Bit bit arbitrary . 	
D	2714.32	2720.69	Well , I mean I don't think it I just don't think it fitted in with the rest of their products . I mean , they've got all these sort of , you know , 	
A	2720.5	2720.94	Mm-hmm . 	
D	2721.99	2723.99	high definition D_V_D_ and 	
D	2725.32	2737.0	portable seven inch d um lightweight computer screens , and uh I'm thinking , do you know , one cheap remote control doesn't really fit in . Surely they they should produ 	
A	2733.33	2748.13	So , we're m we're meant to comment on leadership and the means , E_ G_ whiteboard , digital pens , et cetera . And and new i new ideas found was the the other thing . 	
C	2733.63	2735.998		
C	2744.65	2746.82	Well leadership's a bit of a funny one , isn't it . 	
D	2749.01	2749.39	Yeah . 	
C	2750.784	2760.96	But we can't really all fairly comment on leadership because you are the Project Manager . You were the leader . So our experience of leadership wasn't really 	
A	2756.976	2759.056		
D	2757.797	2759.313		
C	2762.29	2763.376	as much as yours . 	
D	2762.34	2762.91	Yeah . 	
D	2764.29	2764.62	Yeah . 	
C	2765.056	2765.344		
A	2765.43	2785.08	Now , I'd much rather be in marketing but I certainly didn't get this uh computer to work as well as I would have liked . However , um Alright uh means , so whiteboard um so really , it's uh equipment . Oh . 	
C	2766.386	2769.863		
D	2767.756	2771.693		
D	2776.502	2776.946		
D	2785.38	2793.389	Yeah . It worked . Comput computers could be a bit difficult at times but 	
C	2788.74	2790.135	Yeah , very nice . 	
C	2796.79	2807.73	But I mean , I d I don't I'm not sure I see the value in these . I mean , they record what you're writing , and then what do you do with it ? Where do you get the recording ? Do you plug the computer or something ? 	
D	2806.46	2810.04	I think there's a little there's a little um chi 	
B	2809.76	2812.308	So it's not just for us , it's for the experiment as a whole , so 	
D	2812.34	2817.166	There's a little there's a little chip , I think you must plug it into something and it produces a 	
B	2814.56	2816.722	Should we quickly look at the last slide ? Sh 	
C	2816.26	2818.85	Right . I think you watch a video of it kind of . 	
D	2819.37	2824.69	I don't know . Whether it just produces a big image of sort of everything you've written or something , and Page after page . 	
A	2823.7	2828.04	Right . New ideas found , so one or two . 	
D	2827.16	2827.66	Yeah . 	
D	2828.76	2831.78	Kinetic powered remote control . Um , 	
D	2833.09	2833.82	what was the other one ? 	
C	2834.82	2837.68	Voice um recognition thing . 	
D	2836.11	2836.73	Vo yeah . 	
A	2840.403	2842.33	um 	
A	2845.51	2847.33	and uh 	
D	2846.843	2849.765		
A	2849.25	2850.02	voice 	
A	2851.32	2853.76	uh , was it voice activated um 	
D	2854.73	2856.52	Voice recognition , yeah . S 	
A	2855.99	2856.8	recognition . 	
D	2863.76	2867.93	Almost . To fill in these fill in these questionnaires 	
C	2864.67	2866.494	Pretty much . 	
A	2866.73	2882.87	Right , so , uh are the costs within budget , yes . Is the project evaluated , yes . Uh , don't forget to complete final questionnaire and meeting summary . Then celebration . 	
D	2871.59	2872.67	Oh no . 	
D	2880.062	2881.726		
C	2880.524	2882.891		
B	2882.655	2885.63	. Is that everything ? 	
D	2884.77	2889.97	Hmm ? I think that we've got two questionnaires and a report on the last meeting . 	
A	2888.32	2888.6	Yeah . 	
A	2893.21	2897.624	Uh , so we don't re So really 	
A	2900.08	2911.32	I tried to save this the last time at twelve point three , and it didn't seem to have saved anywhere . Mind you , the the figure last was was different , but it should be poss 	
