Found 4 args.
Observation: IS1009b; Result size: 409; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
D	1803.33	1803.73	Mm-hmm . 	
D	1809.47	1809.8	Yeah . 	
D	1821.76	1822.11	Yeah . 	
B	1832.06	1832.46	Okay . 	
C	1832.99	1833.3	Yeah . 	
C	1834.272	1834.948		
D	1834.47	1834.81	Yeah . 	
A	1835.33	1843.53	So that remains to s to be seen but uh the target group as a whole is is basically everybody with a T_V_ . 	
D	1843.62	1867.54	That's right , and can we can we is it even feasible to make one one remote control with something for everyone , or would we have to use the same electronics and make three different shapes ? Um the same electronics and basically all that's gonna be different is the plastic case . And in that case we could probabl moulded plastic isn't all that expensive is it ? Um you as an industrial person ? 	
B	1844.23	1844.54	Yes . 	
A	1855.53	1857.47	Yeah , well that's that's the question . 	
C	1859.47	1860.82	Hmm hmm . 	
C	1866.14	1870.15	Uh no . Mm , I I I don't think no . It's not . 	
A	1868.47	1903.71	Well maybe there's there's an idea you know t the new for example new portable phones ? They have like removable plastic cases , so you can have a striped one or you can have a fluorescent blue one , or whatever , and maybe something like that , that in each package you know you have you you have you have for example uh you have let's say a fluorescent blue on it but then you have uh another colour or stripe whatever that already comes in a package . And then if people really want more colours they can buy it separately . 	
D	1873.63	1874.03	Mm-hmm . 	
D	1877.89	1878.21	Yeah . 	
D	1882.22	1882.55	Mm-hmm . 	
B	1882.63	1882.97	Okay . 	
D	1887.25	1888.8	Well there's a real idea yeah . 	
D	1894.73	1895.05	Mm-hmm . 	
C	1899.66	1899.95	Hmm . 	
D	1900.42	1900.67	Yeah . 	
D	1904.39	1904.7	Right . 	
C	1904.62	1911.33	Yeah , like for mobile phones we have uh different you know covers , like designs and all so that w we can have that . 	
A	1905.07	1906.5	You know , yes . 	
B	1905.21	1905.705	Um 	
D	1908.64	1909.09	Mm-hmm . 	
B	1909.04	1909.29	Yes . 	
A	1909.27	1926.96	That's right , and but like if if then everybody is is is tired of the fluorescent blue and of the striped or whatever they have as another one in the package , then they can go to the store and for a few uh Francs or Euros whatever they can buy an alternate package with another two colours in it you know for example you know . 	
D	1910.56	1911.12	Uh yeah . 	
C	1919.19	1919.42	Yeah . 	
D	1922.28	1923.22	An alternate package . 	
D	1926.34	1927.25	Yeah . Okay . 	
B	1927.75	1945.36	But uh yeah I I have a doubt like will it be cost wise effective if we if we design a remote having all the uh different features for different people or designing three different um remotes for three different categories of people . 	
A	1945.49	1970.66	Well I think I think the idea here is to uh to to d design one remote and what the only change is gonna be um the funct d t yeah uh the functional functional cosmetics if you want to put it that way , um having maybe larger buttons or buttons that light up or buttons that are slightly differently shaped for people uh either for children um 	
C	1945.88	1946.684	Yeah , but uh 	
D	1946.15	1948.41	Well I think we can only aff , yeah . 	
B	1949.7	1950.09	Okay . 	
C	1950.04	1950.47	Yeah . 	
D	1954.03	1954.73	Cosmetic . 	
B	1955.75	1956.59	Of th okay . 	
B	1959.47	1959.98	Okay . 	
B	1960.82	1961.16	Mm-hmm . 	
A	1972.87	1975.56	Five minutes that was I guess tha that's the old message . 	
D	1977.56	1979.16	Warning , finish meeting now . 	
A	1978.28	1982.41	Finish meeting now . Um um . 	
C	1979.448	1980.736		
B	1979.452	1981.301		
D	1985.06	1989.181	Well we may have to come back to one or two of these points at our next meeting but um 	
C	1986.68	1991.44	Yeah , maybe , yeah , yeah . If we do some more research , maybe we . 	
A	1988.92	2000.23	But I think I I think to sum it up the target group is basically everybody . If money permits we can address some features for some subgroups within that . 	
D	1999.16	1999.45	Mm-hmm . 	
B	1999.39	2000.79	Okay , mm-hmm . 	
C	2000.29	2007.53	Hmm yeah , I think maybe seventy percent is a unique uh uh remote controller and thirty percent is yeah it's sort of like yeah . 	
D	2001.14	2002.01	Okay but we have to l 	
A	2001.45	2002.47	Do we agree , do we ? 	
A	2004.74	2010.28	Do we agree on on that in principle , like money will tell whether we will be able to do that or not . 	
C	2008.25	2009.91	Yeah , yeah , of course , yeah . 	
D	2010.29	2011.59	Okay , fair enough . 	
B	2010.48	2010.93	Yes . 	
A	2011.26	2014.47	Okay ? So now I understand it's lunch break . 	
C	2011.99	2012.19	Mm-hmm . 	
A	2015.48	2016.31	And um . 	
A	2017.78	2019.22	So that's what we will do . 	
D	2019.24	2019.68	Okay . 	
B	2020.18	2020.44	Okay . 	
A	2022.2	2023.24	So hank you very much . 	
C	2022.8	2023.26	Thank you . 	
A	2024.39	2026.9	And we'll see you after lunch . 	
