Found 4 args.
Observation: ES2004c; Result size: 521; atts: 4
$s@who	$s@starttime	$s@endtime	$s	
B	1787.76	1790.69	Right . Okay . Um 	
B	1792.03	1798.43	I'm not sure how long we've got left , but we need to make a decision about um 	
B	1801.07	1802.0	the things we've discussed . 	
B	1802.7	1806.507	So , we agree on 	
B	1807.81	1808.99	Do we agree on the battery ? 	
D	1809.8	1810.4	Kinetic ? 	
A	1810.14	1810.81	The kinetic . 	
B	1811.45	1826.87	Yeah . Um , that means that there's no function for li the port , you know that it sits in , then pressing the button then having so we could incorporate voice recognition for the finding it . It's a bi i it's like a g it's a gadget , it's a 	
C	1811.55	1812.07	Yeah . 	
C	1819.91	1820.47	Mm . 	
C	1822.95	1824.736	Yeah I think I mean if 	
C	1827.07	1847.93	Yeah it is it is qui it's quite a cool feature to have and also if they've got it if they've got these parts already in stock , then it won't be cheap to re-manufacture them , uh or it will be cheap sorry to re-manufacture them . So do you reckon that's a good idea that , where's the remote , I'm here thing ? I think that would be quite fun . 	
B	1828.07	1828.92	selling point . 	
A	1835.22	1835.49	Mm-hmm . 	
D	1847.55	1847.95	Mm . 	
B	1848.0	1849.21	I think the only 	
B	1850.31	1866.55	I think the only pitfall that we would have would be how much it's going to cost if that means we have to cut down somewhere else , but I think pretty much we've used cheap relatively cheap and simple things . The L_C_D_'s not cheap . 	
C	1855.2	1855.57	Yeah . 	
C	1863.14	1863.51	Yeah . 	
D	1864.19	1864.61	Mm . 	
C	1865.0	1876.68	Yeah to s th well it's it's not as expensive as it would be if it was full colour 'cause if we've just got a black and white one , I mean they use them in calculators so . 	
D	1866.87	1867.12	Hmm . 	
B	1876.52	1877.65	Yeah , okay . 	
A	1877.46	1879.25	Maybe we could start with the black and white . 	
C	1880.02	1880.43	Yeah . 	
A	1880.73	1883.07	That that way we could upgrade later . 	
B	1880.79	1881.97	And you could yeah . 	
D	1883.7	1889.58	Yeah , we talked about kinetic charging , we've deci seem to have decided on that , did we decide on double A_ or triple A_ batteries ? 	
B	1884.08	1884.57	Okay . 	
C	1884.256	1884.969		
A	1885.03	1885.11	Mm . 	
A	1890.24	1890.56	Mm . 	
C	1890.54	1892.28	Well you cou um . 	
B	1891.65	1893.12	Do you want like a back-up ? 	
D	1893.87	1900.91	No , one of the decisions we had to make was whether we had double A_ or triple A_ batteries 'cause they've still got to be charged this way haven't they ? I oh I see . 	
C	1899.26	1905.02	K no the kinetic ones come come with um a sort of w watch a battery that goes in a watch . 	
D	1905.07	1906.07	Right , okay , got you . 	
C	1906.15	1908.576	So it's a lot smaller , so it would 	
D	1908.4	1910.62	Got you on that okay , didn't realise . 	
B	1912.74	1920.62	Um , okay so we've got battery . The inside components is pretty standardised across the board isn't it ? 	
C	1921.17	1921.78	Yeah . 	
A	1921.81	1922.08	Yeah . 	
B	1921.89	1925.92	So there's not a really a decision to be made there , um . 	
B	1928.08	1931.28	The buttons what did you give us as our 	
B	1934.74	1937.16	The bare-board L_C_D_ or 	
C	1936.36	1947.7	Yeah the well I think were we're going for the L_C_D_ on that one , on the buttons , on the on the on on the top one we're gonna yeah . 	
A	1941.294	1942.329		
B	1944.71	1949.488	On the top one okay you've got the touch okay and then 	
C	1950.04	1955.15	On the bottom we were gonna have the rubber , the rubber ones , the anti-R_S_I_ ones . 	
B	1956.257	1958.47	Okay , okay . 	
D	1959.77	1961.7	Sorry could you repeat that last part ? 	
C	1961.78	1970.2	Um , okay on we've got the flip the flip-screen , the top one is gonna be the L_C_D_ and the bottom one is gonna be the rubberised buttons . 	
D	1963.65	1964.64	L_C_D_ screen . 	
D	1965.56	1965.89	Mm-hmm . 	
D	1969.83	1970.4	Okay . 	
A	1971.44	1972.6	And for the sorry . 	
B	1973.36	1974.15	No , it's fine . 	
A	1977.09	1987.82	For the body design I think plastic , uh w yeah we could use the body , for the inside and uh rubber as a padding or for the grip , something like to add to the design . 	
C	1980.19	1981.62	Plastic , okay . 	
B	1981.56	1982.56	For the inside . 	
C	1983.35	1983.79	Yeah . 	
B	1987.8	1988.09	Mm-hmm . 	
D	1988.2	1993.77	Mm-hmm , so we decided on a rubber casing for the plastic shell , a variety of designs , okay . 	
A	1989.371	1990.49		
A	1991.72	1992.64	Plast right . 	
B	1992.005	1993.92	Oh I think so , I think so . 	
D	1995.97	2008.31	and it is just uh although it's rubberised and spongy , apart from that we're just going to go for sort of vegetable and fruit colours , we're not gonna try and make it actually a vegetable or fruit design or anything else , like a shell that we discussed , just go for the colours . 	
C	2006.05	2006.49	Mm no . 	
B	2007.04	2036.62	No I think I we don't wanna be tacky if we've got a kind of different shape anyway um the fact the m the material that we would be using would be cheap , so we could make it red , we could make it um psychedelic , you know , we could make it black and white zebra stripes , but that's not really what we're focusing on , what we're focusing on is the m you know yes . So we could just pick anything . 	
A	2008.16	2008.827	It's 	
D	2010.38	2010.94	Okay . 	
D	2025.11	2025.45	Mm-hmm . 	
D	2031.8	2032.28	The feel . 	
D	2034.76	2035.14	'Kay . 	
D	2036.89	2056.35	Mm-hmm . Is that going to be this image I've got in my head of something kind of shaped like that , maybe about that size , made of plastic , fits into the palm of the hand , rubberised cover that's spongy . Is that really going to fit fancy look and feel which was the major thing that people wanted , market research , is that fancy ? 	
B	2055.21	2083.606	It's just different it's just different from everything else and I mean , I'm trying to imagine um clean looking houses , sort of beige and black um so you either want something that goes with that , which is what's on the market anyway , or you want something that contrasts as you know like you get clocks now that are more of a talking point than an actual clock because they're so interesting and 	
A	2055.44	2057.27	Uh I it's different . 	
D	2063.56	2063.96	Mm . 	
D	2066.71	2067.11	Mm-hmm . 	
D	2071.57	2072.65	Mm-hmm . Mm-hmm . 	
C	2075.42	2075.84	Mm . 	
D	2078.48	2078.83	Mm-hmm . 	
D	2080.532	2081.13	Yeah . 	
D	2082.3	2094.637	I'm just kind of pushing at that to see if you came out with anything else , but I mean I totally agree . We looked at those remotes , I mean they are kind of anonymous , very similar looking things . This would definitely be different enough , I just wondered if anybody could come up with something even more 	
B	2090.18	2090.65	Mm . 	
B	2094.28	2107.089	And you would just have an across the b you would have so many different options that you could do , you could have um a plain black one , you could have sparkly pink glittery ones for your little 	
D	2105.51	2117.88	Well the thing is the rubberised covers are going to be s relatively cheap to produce , that if in a year's time we we get feedback from the design fairs that show something else is coming I mean it's so easy for us to just produce that and it can be slipped on , which is another beauty of it . 	
C	2113.733	2114.852		
B	2113.86	2114.36	Mm . 	
B	2116.3	2131.77	And ones tha ones that have rubbery spikes y you know , you could just go so far with it , like a puffer fish , you could just , you could take it wherever , so I think that's quite a flexible thing . 	
A	2116.51	2116.73	Right . 	
C	2121.37	2122.511	You can you can just 	
D	2121.509	2122.128		
A	2122.88	2124.91	Acupressure , you could talk of acupressures . 	
C	2123.64	2123.92	Yeah . 	
D	2125.184	2126.796		
C	2128.75	2129.18	Yeah . 	
A	2130.84	2141.02	And finally the body should be retouchable , may maybe ch you can change the body or the case casing the case outside , it should be moulded it with the design in such a way you can change it every time . 	
B	2136.69	2137.2	Yes . 	
C	2141.32	2151.32	Yeah , yeah j with these rubber these rubberised ca not the actual uh plastic outside case , just the rubber thing that goes round the outside . 	
B	2145.43	2145.81	Mm . 	
A	2148.21	2149.66	Okay . The rubber . 	
B	2149.62	2149.89	Yeah . 	
B	2152.26	2157.1	Okay we've got five minutes , um , or that might've been up for a while . 	
D	2156.44	2178.53	Mm , so can I just recap uh Sarah , for the decisions that we've made , kinetic charging , the watch-type batteries , um L_C_D_ display on th the top side of the flip top , rubberised buttons on the bottom side , we're gonna use fruit and vegetable colours for the rubber cover , the case itself is plastic . That's how far we've got , what else do we have to add to our decisions here ? 	
A	2156.57	2156.81	Fine . 	
C	2157.114	2158.273		
A	2159.26	2159.49	Yeah . 	
A	2180.25	2189.91	Fine , uh we were talking of voice recognition also because that we are not for how to look it uh remote control if it's lost . 	
D	2183.48	2183.88	Mm . 	
B	2183.78	2184.19	Mm-hmm . 	
A	2190.83	2193.06	So , are we looking at voice ? 	
D	2190.95	2196.36	Yes , it was just , there was just a cost issue with that , but it's a good idea we just need to check on the cost , is that right ? 	
A	2195.78	2199.81	Or maybe like uh William was suggesting in the last thing some devices you put on key chains . 	
A	2201.36	2208.13	For l yeah , the whistle . So we can if financially voice recognition is not feasible we could go for a whistle . 	
C	2201.54	2203.24	Oh yeah , yeah the whistle ones , yeah . 	
D	2217.03	2219.64	And incorporating the company logo ? 	
A	2220.58	2220.75	Yep . 	
B	2221.33	2222.16	Have you 	
A	2222.6	2225.4	Uh sorry I didn't mention this , but we'll be incorporating in the design . 	
D	2225.71	2235.85	Mm . 'Cause I took it from the feedback you gave in the last meeting from y from y your report , it's not just a case of having a little R_R_ hidden somewhere , they do want it to be obvious that it's our product don't they ? 	
B	2226.58	2227.15	Okay . 	
B	2235.57	2260.57	Well they do , but I think we can you could well it is , it is , I think you just address that with um advertising . Um , you associate the name with the individual product that it is and that does the work for you . Obviously it'll have a logo on it just like everything , but everything else has a logo on it . The point is that it's got to stand out somehow differently but I think it does , without that so I'm not worried about that . 	
D	2238.38	2241.19	Since it's the only one of its kind on the market it's obviously gonna be ours . 	
D	2244.26	2244.55	Yeah . 	
C	2247.83	2248.36	Yeah . 	
D	2248.51	2248.92	Okay . 	
D	2257.1	2257.55	Okay . 	
D	2260.3	2268.42	Okay . Did we I know at the last meeting we spoke about a beeper , I think that was you talked about a beeper for a location , have we just rejected that in favour of voice recognition then ? 	
B	2268.77	2276.4	Depending on how i I mean we've got this memo saying that it's something that the company's looking into , so 	
C	2269.86	2271.65	Yeah , depending on the expense of it . 	
C	2276.09	2277.79	And they've got in stock , so yeah . 	
B	2277.63	2293.25	um that seems to make sense , but if it turns out that it's hugely expensive we'd have to cut down somewhere else , then it's worth thinking about . But I think we'll find out more about cost afterwards . Right I'm going to wrap it up there . 	
C	2288.74	2289.04	Yeah . 	
C	2291.54	2291.89	Okay . 	
D	2293.385	2296.269		
A	2295.07	2295.59	Fine . 	
B	2296.32	2303.34	I got a end meeting now message on my mo yeah so . Um 	
D	2298.096	2300.304		
A	2298.53	2298.98	Mm-hmm . 	
C	2299.35	2299.95	Did it ? 	
A	2300.18	2300.93	Yeah . 	
A	2302.57	2303.55	Again a questionnaire huh ? 	
B	2305.19	2312.55	so I think we've probably got it says , closing we have forty minutes so I um think we've probably got about that time before we come back . 	
D	2306.69	2307.56	You got to go through . 	
A	2313.968	2314.709		
B	2314.36	2315.24	It's either that or 	
B	2316.24	2321.1	we only had forty minutes to discuss what we just discussed and don't know how long that took . 	
A	2321.72	2323.97	I think we are pretty going in a clear direction now . 	
B	2325.703	2326.77	Is everyone happy ? 	
B	2328.672	2331.79	Okay . 	
